Date,GHI_Satellite,ClearSky_GHI,Ambient_Temp,Humidity,Wind_Speed,PlantA_E_solar,PlantB_E_solar,PlantA_E_biogas,PlantB_E_biogas
2023-08-10,4.1054,5.8812,28.59,86.56,2.39,6.069669684000001,30.34834842,12.799147208279837,50.03502934715292
2023-08-11,3.8323,5.7444,28.66,88.06,2.14,5.664292692,28.32146346,11.223100981461258,47.45818205417339
2023-08-12,3.5129,5.6537,27.67,91.92,3.13,5.213073342,26.065366710000003,11.973062155665188,48.81091338180861
2023-08-13,2.1456,6.169,28.11,87.44,2.37,3.1783631039999998,15.891815519999998,12.446575010139174,49.80519426449525
2023-08-14,4.3447,6.7939,28.93,84.15,1.34,6.414601974,32.07300987,12.282911689712032,48.87654644701029
2023-08-15,4.4479,5.8829,28.74,88.13,2.25,6.572039124,32.860195620000006,11.998599099147949,46.59680232107102
2023-08-16,3.8446,5.742,28.98,87.44,1.51,5.675090952,28.375454759999997,11.912539359947754,47.29411548148444
2023-08-17,5.6453,6.702,28.37,89.89,1.98,8.353802034,41.769010169999994,12.504132905134568,47.22252467949734
2023-08-18,5.1847,6.954,28.42,89.23,4.54,7.670659956000001,38.35329978,11.657444449294525,49.80116819471199
2023-08-19,5.2039,6.7834,28.7,89.15,3.53,7.6903234199999995,38.4516171,12.014125434927683,44.991072439856026
2023-08-20,5.8128,6.6677,28.77,87.56,2.82,8.587714464000001,42.938572320000006,11.02901462854675,49.768176486769455
2023-08-21,5.195,6.5671,28.27,88.9,2.66,7.690574100000001,38.4528705,11.95201522413117,47.269485330265915
2023-08-22,3.199,6.2712,28.46,90.76,3.47,4.73208876,23.6604438,11.89928310961633,47.35417907842578
2023-08-23,2.7322,6.445,28.57,90.55,2.79,4.039776276,20.198881380000003,12.091567623158024,48.822622759475244
2023-08-24,3.5086,6.336,28.32,92.64,2.34,5.193008688,25.96504344,11.943390648472558,47.77704766484398
2023-08-25,1.385,6.0262,28.04,92.03,3.06,2.0522376,10.261188,11.538586481552112,47.15460349811696
2023-08-26,2.1067,5.2742,27.68,92.88,3.67,3.1261742640000003,15.63087132,12.451743661801606,47.59801625405634
2023-08-27,5.1977,6.0341,28.33,90.71,3.17,7.692699954,38.463499770000006,12.71069719165849,47.7286251580057
2023-08-28,5.0618,5.9045,29.54,83.79,2.11,7.454816568,37.27408284,11.992441867992946,46.6097790199485
2023-08-29,5.5848,5.9383,29.99,77.11,1.11,8.209991088,41.049955440000005,11.492721639967733,49.22806537938332
2023-08-30,5.3453,6.055,30.44,76.05,1.02,7.843479407999999,39.21739704,12.515903234680772,47.158505481401036
2023-08-31,5.1295,5.9208,29.98,80.84,1.09,7.54098054,37.7049027,12.280267820533647,48.11248595519012
2023-09-01,3.8671,5.2596,29.16,87.86,1.88,5.704127184,28.52063592,10.231123531154648,42.76643657031545
2023-09-02,4.08,5.4307,29.23,86.92,1.27,6.0164496,30.082247999999996,10.142203597562244,42.133666184690725
2023-09-03,4.8233,6.2813,28.94,88.42,1.59,7.120927188,35.604635939999994,10.061894571448002,40.9297538100385
2023-09-04,4.7834,6.6367,27.65,91.89,3.06,7.0990439400000005,35.49521970000001,9.820655618724691,41.3451763827962
2023-09-05,5.3551,6.5318,28.68,88.81,2.71,7.9144093920000005,39.57204696000001,10.40307604943741,40.64967435489362
2023-09-06,5.0743,6.5405,28.14,92.36,2.81,7.515850188,37.57925094,9.478570287828866,41.12586969044092
2023-09-07,4.1062,6.6862,28.04,93.16,4.18,6.084402912000001,30.422014560000004,9.557223032661685,38.63967156047569
2023-09-08,3.1018,6.3168,27.71,94.43,3.47,4.602264731999999,23.011323660000002,10.299844568072523,41.32713745548845
2023-09-09,5.4091,6.2455,28.48,89.21,2.51,8.000707991999999,40.00353995999999,10.232172655491814,40.36862887224449
2023-09-10,5.5058,6.1812,28.95,87.21,2.01,8.12821254,40.6410627,9.469854302836259,41.19347725361098
2023-09-11,4.6723,6.1939,28.92,86.93,1.74,6.898557503999999,34.49278751999999,9.620278039220294,43.08648765367144
2023-09-12,4.3711,6.3262,28.86,87.78,1.86,6.4554153240000005,32.277076619999995,10.763295094680746,41.43026416796685
2023-09-13,5.2198,6.4529,27.64,92.54,4.29,7.747018368000001,38.735091839999995,8.930165640833154,38.91342093530543
2023-09-14,4.3632,6.5028,28.2,91.74,5.87,6.4610265600000005,32.305132799999996,9.514438406404453,39.17161326564527
2023-09-15,4.3646,6.3744,27.67,93.37,3.41,6.476979108000001,32.384895539999995,10.467223251023961,37.93035691060598
2023-09-16,5.7053,6.2827,28.63,88.61,2.34,8.433688566,42.168442830000004,9.052417837728862,37.85671674741794
2023-09-17,5.4787,6.1361,29.65,83.24,1.42,8.065194270000001,40.325971349999996,10.823892093229167,39.65988285519786
2023-09-18,4.0877,6.1562,27.87,91.66,2.15,6.061159805999999,30.305799029999996,10.198890433883282,41.78390372461632
2023-09-19,3.42,6.3475,27.5,92.3,4.7,5.0786999999999995,25.393500000000003,9.499634098755088,39.405475933540245
2023-09-20,2.669,6.2909,27.58,93.5,4.17,3.96218388,19.810919400000003,9.922506147236325,40.43401571966665
2023-09-21,2.3626,6.0338,27.47,94.65,4.34,3.508886268,17.54443134,9.743437953934585,38.5209607264749
2023-09-22,2.6966,5.9693,27.51,93.46,3.54,4.004289204,20.02144602,9.187550335777072,38.14732765891774
2023-09-23,2.6779,6.1198,27.86,92.39,3.4,3.970897236,19.854486180000006,9.347571168563777,42.560525225246764
2023-09-24,2.8726,5.8608,27.88,92.2,2.76,4.2592614719999995,21.29630736,9.699570901588336,37.51571191411029
2023-09-25,4.0656,5.9762,27.81,90.84,2.1,6.029853984,30.14926992,10.548525631065845,38.57617295538071
2023-09-26,5.4264,5.9962,28.55,86.43,1.52,8.02401768,40.1200884,9.665087636846136,41.10577044529521
2023-09-27,5.2466,5.825,28.47,86.7,1.27,7.760665788,38.80332894,9.845104791490801,38.20697440553693
2023-09-28,5.4108,5.91,28.59,87.23,1.87,7.9996513679999985,39.99825684,9.156008071911517,40.059972317833584
2023-09-29,2.7086,6.0413,28.27,92.38,1.93,4.009757268,20.048786340000003,11.087783313072539,39.191028564634024
2023-09-30,3.8863,6.1306,27.31,94.35,4.51,5.775585882,28.87792941,10.682427912301527,41.15343921731964
2023-10-01,4.3255,6.091,27.57,90.96,3.96,6.42155079,32.107753949999996,9.278669099730637,37.98143324154835
2023-10-02,4.1971,5.9467,27.41,91.94,2.84,6.234959934,31.174799669999995,9.673477962527063,41.90624842937808
2023-10-03,2.9954,5.8073,27.41,92.48,3.74,4.4497865160000005,22.248932579999998,9.747294865992098,37.38378370749155
2023-10-04,1.4695,5.8908,27.49,94.88,4.54,2.1822956700000002,10.911478350000001,9.37111800716686,37.49947654415113
2023-10-05,0.8626,5.4442,27.19,94.85,4.8,1.282565436,6.412827180000001,9.532717002072665,36.490738311258774
2023-10-06,2.7394,5.1257,27.52,92.23,4.2,4.067680272,20.33840136,10.313844548127571,41.2241142748539
2023-10-07,3.4774,5.0597,28.06,90.66,2.7,5.152254935999999,25.76127468,9.881749623289117,37.73316565007524
2023-10-08,4.7083,5.1398,28.41,87.55,1.89,6.966118182000001,34.830590910000005,9.899752943942325,37.1647336177903
2023-10-09,4.0918,4.9368,28.41,87.99,2.07,6.053981772000001,30.269908859999997,10.340668163596138,36.33983070672163
2023-10-10,4.3416,4.8161,28.69,78.88,1.21,6.416276976,32.081384879999995,10.593884587101199,37.26638732529343
2023-10-11,4.361,4.7395,28.44,79.78,1.41,6.451488959999999,32.257444799999995,9.60617470812298,40.642125431158235
2023-10-12,4.6706,4.7825,28.49,74.96,1.3,6.908097636000001,34.54048818,9.197214117677607,38.36800830417069
2023-10-13,4.8185,5.0914,28.06,69.19,1.2,7.13928234,35.6964117,9.474422485193488,38.685907973626094
2023-10-14,5.0042,5.1286,27.19,68.07,1.43,7.440544812,37.20272406,9.602711160423723,38.55315219481321
2023-10-15,5.0069,5.0568,26.98,71.52,1.3,7.4508680279999995,37.25434014,9.98662113907127,38.06269033008144
2023-10-16,5.2202,5.2385,26.69,71.88,1.39,7.777367172,38.88683586,9.322761060978937,40.33660249600727
2023-10-17,5.1967,5.2814,26.78,74.28,1.2,7.739549244,38.69774622,9.957994884435145,38.27882727651109
2023-10-18,4.763,4.8408,26.32,81.05,1.79,7.10677704,35.5338852,9.851754607635078,41.32583244017266
2023-10-19,4.999,5.07,25.32,83.92,2.23,7.48890192,37.444509599999996,9.443076361312718,39.178465871878174
2023-10-20,5.345,5.3582,24.71,84.19,2.34,8.0268003,40.134001500000004,10.146370468482239,39.879289555444636
2023-10-21,5.275,5.3602,24.3,83.92,2.53,7.934655,39.673275,9.713802880589679,39.79881852242734
2023-10-22,3.9113,5.2982,25.33,82.14,2.02,5.8592056260000005,29.29602813,9.747652221676642,40.12894097431351
2023-10-23,3.0566,5.0378,25.45,86.16,1.57,4.57664718,22.8832359,9.448440592772982,36.6613277577243
2023-10-24,3.7164,5.0834,25.13,89.63,3.28,5.571701208,27.85850604,9.642784065033753,37.39556982266088
2023-10-25,4.5979,5.1295,25.91,85.98,2.08,6.871745466000001,34.35872733,9.263597912716964,36.833573608072726
2023-10-26,4.9634,5.1221,25.9,82.44,1.57,7.41829764,37.09148819999999,8.504425671361764,38.597690605956906
2023-10-27,4.7743,5.0532,25.02,82.66,1.93,7.160877084000001,35.80438542,9.583371168726785,36.58313669441422
2023-10-28,4.6994,4.9246,24.56,80.46,2.2,7.061506415999999,35.30753208,8.369370280066391,33.86080948262707
2023-10-29,4.7513,4.8283,23.51,77.73,2.2,7.169426621999999,35.847133109999994,9.151860956282393,34.6568479449844
2023-10-30,4.848,5.0201,24.26,76.83,1.94,7.293525120000001,36.467625600000005,8.102612108354554,38.51462180626715
2023-10-31,5.0971,5.1058,25.02,72.98,1.33,7.645038348,38.22519174000001,8.544144757667793,36.31887848076468
2023-11-01,5.1864,5.189,24.8,80.96,2.26,7.78582368,38.92911839999999,8.325947236279065,34.865375481768844
2023-11-02,5.0194,5.04,25.24,83.26,2.07,7.521872064,37.60936032,8.99015571685806,35.48779843667775
2023-11-03,3.8016,4.2754,25.64,79.25,1.71,5.687801856,28.43900928,8.819139556336737,33.81469204168752
2023-11-04,3.4836,3.7915,26.08,75.04,1.23,5.202826272,26.01413136,9.208643633744575,34.364336084803405
2023-11-05,3.3067,3.8954,24.76,83.68,2.15,4.964811648000001,24.82405824,8.974559694889567,34.830528025214356
2023-11-06,4.4587,4.4707,23.45,80.23,2.55,6.729515910000001,33.64757955,8.638370863415707,34.63953870120225
2023-11-07,3.8839,4.4143,22.48,77.19,2.35,5.884574568000001,29.42287284,8.549871184859862,35.94482365976507
2023-11-08,4.1407,4.171,22.41,77.18,2.05,6.275396477999999,31.376982389999995,8.14033207790681,36.70047026737047
2023-11-09,4.2578,4.2686,22.39,75.5,2.0,6.4533771479999995,32.26688573999999,9.4308401942002,35.83006444570961
2023-11-10,4.5,4.5007,22.28,78.89,2.25,6.82344,34.1172,8.952349698575848,31.71410340071036
2023-11-11,4.5581,4.5588,22.07,83.7,2.57,6.917281397999999,34.58640699,9.224344986535247,33.06100467919781
2023-11-12,4.5869,4.5931,22.27,84.02,2.66,6.955483422,34.77741711,8.148626619178271,33.1562263331868
2023-11-13,4.7796,4.7978,22.31,84.13,2.64,7.246542744000001,36.232713720000014,8.725908382585196,34.4817051012988
2023-11-14,4.6512,4.884,22.56,78.89,2.29,7.044893568000001,35.22446784,8.331315095497024,34.09451193448448
2023-11-15,4.1446,4.6099,22.93,75.11,1.91,6.268375932,31.34187966,7.948202873822414,35.17994348288781
2023-11-16,1.7395,4.405,23.2,85.81,2.45,2.6280366000000006,13.140183000000002,8.390716802090841,30.217053481519443
2023-11-17,2.1473,4.595,23.42,91.94,4.77,3.2413064040000004,16.20653202,7.12527483498875,33.3267281647145
2023-11-18,3.2282,4.5607,23.4,85.58,2.29,4.87329072,24.3664536,8.046243465265103,35.2244358910662
2023-11-19,4.4458,4.6291,23.27,82.55,2.07,6.714847404,33.57423702,7.839984824088364,32.29675199467777
2023-11-20,4.2283,4.5329,22.77,82.92,2.17,6.399024654,31.99512327,8.46184481119582,32.57897737712988
2023-11-21,3.9442,4.285,23.43,80.64,2.2,5.953454364,29.76727182,7.840324021480785,32.50307492925359
2023-11-22,3.7622,3.7738,21.01,80.46,2.47,5.733367068,28.66683534,6.5613960602959445,32.967959570414855
2023-11-23,3.6773,3.689,20.03,80.15,2.37,5.625607086,28.128035429999994,8.255683437939133,32.573098496081165
2023-11-24,3.9269,4.0766,20.66,78.45,2.14,5.992606476,29.963032379999998,6.379110392381388,31.42194176819333
2023-11-25,4.224,4.4117,21.1,81.41,2.5,6.4348416,32.174208,8.20309609437211,32.040140052611434
2023-11-26,4.6572,4.6694,21.72,77.38,2.02,7.077453695999999,35.387268479999996,8.31241451755765,32.52685265081649
2023-11-27,4.152,4.5286,21.55,76.24,1.56,6.3139464,31.569732000000002,8.706493145320106,31.714808420687085
2023-11-28,4.1894,4.2173,22.16,77.57,1.93,6.355487376000001,31.77743688,6.97715799577859,30.02068376173058
2023-11-29,2.6741,3.6672,22.33,74.22,1.53,4.053989082000001,20.269945410000002,7.528079185784302,33.71525397149634
2023-11-30,4.2038,4.2281,22.4,78.99,1.92,6.3712792799999995,31.8563964,8.283656356237092,29.508828900011853
2023-12-01,4.3781,4.3889,21.9,82.79,2.76,6.64858266,33.2429133,8.070945871339083,26.421390367155706
2023-12-02,3.8266,4.0428,22.45,81.44,2.42,5.7984469800000005,28.9922349,8.058168150742395,29.4938266087038
2023-12-03,3.6634,4.1714,22.6,83.22,2.42,5.547852960000001,27.7392648,7.727440027644554,31.99089334121609
2023-12-04,3.1697,4.1501,22.52,81.68,2.43,4.801715135999999,24.00857568,8.28551573681274,32.03800951187156
2023-12-05,1.3759,4.1362,22.2,82.47,1.61,2.0869651200000003,10.4348256,9.374981609543228,31.567576549927587
2023-12-06,1.4299,3.8004,21.05,89.69,2.47,2.17873863,10.89369315,7.387086174386998,32.05255109286455
2023-12-07,0.7198,3.9192,20.64,93.18,3.18,1.0985299679999998,5.4926498399999995,7.628958740260158,31.837826416099865
2023-12-08,1.7249,3.9569,20.4,91.53,2.73,2.6349572400000003,13.174786200000002,7.522774125836584,33.273295677338254
2023-12-09,3.4932,3.9384,19.36,86.73,2.96,5.358009888,26.79004944,7.423886500550333,29.817286514662268
2023-12-10,2.8073,3.0622,18.35,77.02,2.17,4.32296127,21.61480635,7.430037908647855,29.691199503076188
2023-12-11,3.2866,3.2995,17.06,77.36,2.61,5.086473624,25.43236812,7.929520968162391,32.03137153297185
2023-12-12,3.493,3.7142,17.39,79.41,2.39,5.39899038,26.9949519,7.204801598368897,28.25032821411694
2023-12-13,3.6564,3.7397,17.39,71.68,2.48,5.651551224,28.257756120000003,6.909099664086213,28.867655055507186
2023-12-14,3.5494,3.6043,16.53,69.84,2.22,5.504480507999999,27.522402539999998,6.781551405557192,26.401946610403392
2023-12-15,3.5174,3.5251,15.92,77.21,2.57,5.467727951999999,27.338639759999996,7.0188872270580145,27.923152843073982
2023-12-16,3.737,3.7385,15.96,78.31,2.6,5.80819488,29.040974400000003,5.619746453398991,26.19853206021872
2023-12-17,3.949,3.9655,16.04,73.35,2.41,6.135798240000001,30.6789912,7.120449443642016,26.210065032008586
2023-12-18,3.8458,3.935,15.93,77.61,2.55,5.977988436,29.889942180000002,5.69511779891038,27.124897016549657
2023-12-19,3.917,3.9754,16.0,79.13,2.9,6.087018,30.435090000000002,6.029256156614723,23.430522383584815
2023-12-20,4.091,4.1261,16.7,84.98,2.9,6.340231799999999,31.701159,5.4233458640101695,24.694716621439596
2023-12-21,3.864,4.0394,18.0,82.31,2.33,5.958288,29.79144,6.138920381975619,24.173300862817687
2023-12-22,3.619,3.8558,18.97,79.27,1.53,5.55943542,27.797177100000003,6.414731161092953,24.640878841025824
2023-12-23,2.611,3.709,19.96,74.63,1.06,3.99545664,19.977283200000002,6.351865228204663,21.923651410557746
2023-12-24,3.0775,3.6914,19.07,80.48,1.86,4.72574745,23.62873725,6.350508162290297,25.467436132506585
2023-12-25,3.1704,3.3127,19.08,79.29,1.87,4.868212607999999,24.341063039999998,5.4969848178438205,25.058014281000304
2023-12-26,3.0307,3.1399,19.23,78.49,1.79,4.650972834,23.254864169999998,5.36231421455967,23.092781396167904
2023-12-27,3.2921,3.3823,18.73,82.89,2.21,5.061998802000001,25.30999401,5.733700009787606,24.65563313078688
2023-12-28,3.7159,3.7754,18.89,83.12,2.23,5.710074894,28.55037447,5.379699461552204,24.551558456342523
2023-12-29,4.1314,4.1592,18.87,84.48,2.64,6.349052892000001,31.745264460000005,6.722652134078127,24.9389918146789
2023-12-30,4.1388,4.1954,18.56,83.6,3.04,6.368123231999999,31.840616159999996,6.816976296804771,25.859372769587285
2023-12-31,2.1758,3.8988,17.54,82.4,3.06,3.3610888080000003,16.80544404,6.055883146955969,28.108826649788178
2024-01-01,2.957,3.8338,17.04,79.27,2.48,4.57672632,22.883631600000005,6.618437264577357,25.686167669836465
2024-01-02,3.5914,3.8446,15.9,80.1,2.63,5.58319044,27.9159522,6.246374288044339,28.04998996466331
2024-01-03,2.7854,3.9612,16.03,78.18,2.62,4.328010228,21.640051139999997,5.926175513337249,26.429672666316293
2024-01-04,3.7613,3.8302,17.02,74.97,2.22,5.822041044,29.110205219999997,6.16153855964149,27.245037704344153
2024-01-05,3.8038,3.8182,17.29,76.99,2.31,5.881663788,29.408318939999997,5.847605289972209,25.538091926480988
2024-01-06,3.4702,3.6247,18.21,76.99,2.57,5.346675948000001,26.73337974,5.866061932961404,24.66082932105614
2024-01-07,3.5328,3.5369,18.23,82.77,2.85,5.442702336,27.213511680000003,6.396973641802337,27.72961291421914
2024-01-08,2.9419,3.558,18.23,81.23,2.88,4.532349978,22.66174989,6.649662879703895,24.910645102577664
2024-01-09,2.7379,3.6353,16.88,76.53,2.87,4.2402404879999995,21.201202440000003,6.467443300295091,25.842497857392246
2024-01-10,3.3689,3.6413,17.21,67.34,2.15,5.210812386000001,26.054061930000003,6.733678783588237,25.730823789374302
2024-01-11,2.9674,3.4183,17.34,78.31,2.87,4.587481704,22.937408519999998,5.986187981053967,24.615633256287957
2024-01-12,1.1762,2.9198,14.22,74.95,2.91,1.8403766160000001,9.201883079999998,6.944282618504987,22.34288977472209
2024-01-13,3.3907,3.7937,14.63,76.88,2.66,5.297019354,26.485096769999995,5.779078597794071,24.35480660174532
2024-01-14,1.4215,3.9948,14.77,75.95,2.12,2.21950167,11.09750835,5.637391031872254,22.799384840425276
2024-01-15,1.4422,3.8717,15.6,75.19,1.75,2.2446400800000004,11.2232004,5.8808401018297225,25.200380502911397
2024-01-16,2.6779,3.7068,15.63,73.39,1.62,4.167401538,20.837007690000004,6.04845958655251,23.840353593491344
2024-01-17,1.7407,3.3979,15.46,78.07,1.95,2.7106876679999994,13.553438340000001,4.624956984310432,22.181221256406726
2024-01-18,1.9092,3.0667,16.57,78.16,1.39,2.960367336,14.80183668,5.112745643261805,21.796614406152802
2024-01-19,3.397,3.5885,17.38,81.01,2.35,5.25081084,26.254054200000002,4.833415072997784,22.55402457233181
2024-01-20,2.9095,4.0298,15.75,76.63,2.8,4.52572725,22.628636249999996,5.599568389057514,24.085766446492478
2024-01-21,2.9273,3.3595,15.26,73.42,2.57,4.562021412000001,22.81010706,6.2533019137211845,21.98520152941192
2024-01-22,2.1074,3.0607,13.9,69.7,2.96,3.30145284,16.5072642,5.72234901019622,21.867527582606517
2024-01-23,3.7332,3.8138,15.44,62.37,1.86,5.813936352000001,29.069681760000005,6.2374110180117395,20.733090050830874
2024-01-24,2.7497,3.601,15.61,71.21,1.23,4.279468098,21.39734049,5.553405712004032,23.606619395202006
2024-01-25,2.5246,3.4913,16.1,75.82,1.72,3.9217136400000006,19.6085682,6.1775399155215664,21.32761810178895
2024-01-26,3.582,3.6511,15.37,69.44,2.89,5.57996796,27.899839800000006,4.820754941430778,22.870448120164227
2024-01-27,3.7622,3.9775,15.03,64.49,2.65,5.868354803999999,29.34177402,5.825886520445585,23.260820362561116
2024-01-28,4.1566,4.2751,15.48,62.37,2.47,6.472324991999999,32.36162496,5.458483722073944,20.24539731022821
2024-01-29,4.0337,4.2007,17.1,58.2,1.82,6.24174738,31.2087369,5.112968313518681,21.429179894717528
2024-01-30,3.5165,3.6888,18.55,62.14,1.42,5.41083855,27.054192750000002,6.2214260906539645,21.695223351209684
2024-01-31,2.5409,2.9345,20.05,74.53,1.31,3.88681473,19.434073650000002,6.548319822781186,24.366259016989343
2024-02-01,1.59,2.8294,20.61,74.18,1.23,2.4268806000000005,12.134403,5.948214653424248,22.893187294467808
2024-02-02,2.4098,2.7168,19.95,77.23,2.55,3.68771694,18.438584700000003,5.418484751375101,22.039888423851192
2024-02-03,4.4671,4.4801,19.27,68.84,3.03,6.854228898000001,34.27114449000001,6.91411089907524,19.614700804219495
2024-02-04,4.8922,4.902,19.43,59.8,2.16,7.501797324000001,37.50898662,6.094513397421762,23.430609292890296
2024-02-05,3.9593,4.7035,20.71,59.73,1.79,6.040862382,30.20431191,6.613809124301654,23.821680316463315
2024-02-06,2.1034,3.4627,21.91,69.95,1.85,3.1940970359999996,15.970485179999999,6.58433037276502,23.126585768243963
2024-02-07,3.9238,4.3238,20.55,73.46,2.52,5.99046546,29.9523273,6.42300604996724,24.304325763829116
2024-02-08,4.957,5.015,18.36,54.47,2.54,7.632986879999999,38.1649344,6.924004483289088,23.88052728258295
2024-02-09,5.0009,5.0198,16.44,60.78,2.96,7.758196224,38.79098112,7.039263452093016,25.652318945632842
2024-02-10,4.8948,4.9082,17.07,61.72,2.83,7.5750945839999995,37.87547292,6.478805759054724,26.56307958088125
2024-02-11,4.7966,4.8322,19.31,55.52,2.09,7.358655924000001,36.79327961999999,6.356398063340148,25.610747384213965
2024-02-12,4.3853,4.6649,20.98,53.93,1.78,6.683723436,33.418617180000005,6.905889178262231,26.44435864516451
2024-02-13,3.516,4.5346,22.61,54.05,1.39,5.32441944,26.6220972,6.633787355210412,26.73610919456821
2024-02-14,3.5827,4.0918,22.98,62.3,1.36,5.417472324000001,27.08736162,6.89294595293551,27.05884394399206
2024-02-15,3.8256,4.0015,23.16,67.45,1.65,5.780634624,28.90317312,7.181024895530712,27.712718248095072
2024-02-16,4.4071,4.411,21.99,71.73,2.75,6.690242226,33.45121113,7.50350591143619,28.188016021392865
2024-02-17,4.9022,4.9102,21.76,55.95,2.14,7.448598768,37.242993840000004,6.657564829460436,29.28063058499889
2024-02-18,4.4196,4.5245,21.93,47.88,1.39,6.710809032000001,33.55404516,8.088110042837823,27.687650133788395
2024-02-19,3.9034,4.5228,22.33,58.03,1.63,5.917632468000001,29.58816234,7.303634359786261,28.0264134553471
2024-02-20,2.6186,3.5381,23.68,70.5,2.76,3.9486393119999996,19.743196559999998,6.882888692727354,28.18704323366339
2024-02-21,4.2247,4.4414,25.7,66.39,2.45,6.31930626,31.5965313,7.36926508428466,28.56878758375978
2024-02-22,2.4751,4.0673,25.55,71.05,2.67,3.70448217,18.522410849999996,7.968811367453706,31.77300694475828
2024-02-23,3.619,4.7544,22.66,75.95,2.45,5.479310760000001,27.396553800000007,7.654344326958144,32.16951840551224
2024-02-24,4.4803,5.0609,22.39,71.07,2.27,6.790611498,33.95305749,8.281515039449523,33.403833202809274
2024-02-25,2.9537,4.5514,21.31,63.84,3.22,4.495944918000001,22.47972459,7.8642234548413965,32.216188998270525
2024-02-26,5.2553,5.2591,21.2,63.2,2.87,8.00277084,40.013854200000004,7.705839994962763,30.34502861722183
2024-02-27,4.6901,5.1653,22.63,58.66,2.5,7.101843221999999,35.50921611,8.148354235648267,35.187645361925284
2024-02-28,4.662,4.7143,23.78,58.24,2.3,7.02712584,35.1356292,7.780298213512537,31.221245260800455
2024-02-29,5.2915,5.2975,23.63,55.64,2.12,7.98074613,39.90373065,7.063548156241602,31.57055170773438
2024-03-01,5.7559,5.7602,22.88,52.12,2.3,8.707065047999999,43.53532524,7.869994579449898,33.95243136488468
2024-03-02,5.6489,5.6556,23.54,49.97,1.9,8.522834364000001,42.61417182,8.102868828976627,33.59412401280824
2024-03-03,4.8504,4.9951,24.59,53.34,2.13,7.287531983999999,36.43765992,8.049176717722457,36.77030582220932
2024-03-04,3.5642,5.0035,24.71,56.83,1.94,5.352501708,26.762508540000006,7.83399595292089,31.438728647514612
2024-03-05,5.7617,5.772,24.84,63.51,2.97,8.648081232,43.24040616,8.684940731277024,34.00440497162021
2024-03-06,6.2894,6.305,23.8,41.3,2.62,9.479383679999998,47.39691839999999,7.708678967967409,35.034814385600214
2024-03-07,4.7866,6.0732,23.89,42.21,2.32,7.211778756,36.058893780000005,8.02324813653917,31.733933758135247
2024-03-08,6.1058,6.1133,24.18,44.79,2.39,9.188740536,45.94370268000001,8.333721706956332,35.21492799973366
2024-03-09,6.5088,6.522,23.21,42.25,2.95,9.833104512,49.16552256,8.11232194084138,31.846394705529875
2024-03-10,6.4589,6.4675,22.76,39.2,2.39,9.775157616000001,48.87578808,8.785616280944954,34.519178685250345
2024-03-11,6.2316,6.2462,24.11,36.37,1.96,9.380676744,46.90338372,8.19403142415072,33.167348750207765
2024-03-12,5.3292,5.5649,26.08,45.58,2.5,7.959266784,39.79633392,8.048528689210114,33.0210411871743
2024-03-13,5.4053,5.5567,27.4,63.23,2.54,8.030113680000001,40.150568400000004,8.193214348278898,34.31584516499123
2024-03-14,3.3571,4.837,27.83,69.53,2.18,4.9786464420000005,24.893232209999997,8.169548739444714,35.60194549036281
2024-03-15,5.2507,5.3266,28.14,64.47,1.62,7.777126812,38.88563406,8.311957953569435,36.93754196839717
2024-03-16,5.0659,5.3323,28.09,66.23,1.72,7.504928214,37.52464107,9.509148572613855,33.81447968525257
2024-03-17,5.2226,5.5015,28.12,61.95,2.03,7.736132927999999,38.680664639999996,9.17602699485055,34.40590418672234
2024-03-18,3.1565,4.8866,28.29,57.94,1.09,4.67244069,23.36220345,8.325770287800587,36.05466366720689
2024-03-19,3.8309,4.9572,27.68,59.98,2.08,5.684749128000001,28.423745640000007,8.81287973722064,36.636290294598446
2024-03-20,1.4323,5.1768,23.9,73.44,1.62,2.15790318,10.789515899999998,9.946440740701972,35.03397465523699
2024-03-21,4.8458,5.8541,24.24,68.3,1.27,7.2907968479999985,36.45398424,9.098912530993912,36.90704456526632
2024-03-22,5.2483,5.8368,24.52,61.5,1.69,7.887565104,39.43782552,9.174301419811133,38.658601766356234
2024-03-23,5.8106,5.8337,26.43,56.68,2.19,8.666045052,43.330225260000006,9.05061668642111,39.2100640613403
2024-03-24,4.8374,5.7564,28.01,64.47,2.98,7.168736556,35.843682779999995,8.728228795496785,38.672737942358175
2024-03-25,4.4052,5.2774,28.06,63.19,2.17,6.526920527999999,32.63460264,9.990502367390146,37.0520746217014
2024-03-26,5.7974,5.9083,28.57,64.66,2.45,8.571919692,42.85959846,9.342285763516582,35.09999802335709
2024-03-27,4.1882,5.7701,28.91,62.61,1.73,6.184044828,30.920224140000006,9.906965502424296,38.17107999958091
2024-03-28,4.4479,5.5682,28.63,58.92,2.03,6.574974737999999,32.87487369,9.633679664131318,38.387220316287
2024-03-29,3.5609,5.0071,29.35,64.17,2.02,5.24841051,26.24205255,8.942512061135027,41.20813752906616
2024-03-30,4.0212,4.8194,30.41,66.51,2.64,5.901271848,29.506359240000002,9.775082104239265,37.69882420751506
2024-03-31,5.8241,6.0178,30.85,64.7,3.36,8.531724089999999,42.65862045,9.208426751823133,38.570529117429366
2024-04-01,6.4474,6.5136,30.95,57.99,3.21,9.440927819999999,47.2046391,9.683723465467814,39.549327201900596
2024-04-02,6.5599,6.6559,30.99,55.41,2.34,9.604087194,48.02043597000001,9.658425700955263,40.67872826676406
