Date,GHI_Satellite,ClearSky_GHI,Ambient_Temp,Humidity,Wind_Speed
2024-04-24,6.2491,6.5626,35.27,37.6,3.57
2024-04-25,6.6019,6.787,35.73,35.81,2.49
2024-04-26,6.5254,6.701,35.19,43.12,3.53
2024-04-27,6.1874,6.6888,35.61,43.9,3.29
2024-04-28,6.1862,6.4889,36.03,45.86,3.84
2024-04-29,6.8897,6.9094,36.31,39.77,3.24
2024-04-30,6.7356,6.7644,37.23,38.47,4.53
2024-05-01,6.7711,7.0051,36.76,38.92,2.68
2024-05-02,6.4181,6.5988,35.84,38.91,3.74
2024-05-03,7.1856,7.273,34.87,34.49,1.72
2024-05-04,6.047,6.7459,33.82,49.13,3.72
2024-05-05,6.1296,6.7363,34.12,53.55,5.52
2024-05-06,4.1345,6.0919,31.61,68.44,5.12
2024-05-07,5.8111,6.4826,30.03,66.97,2.44
2024-05-08,5.1518,6.5299,27.52,79.6,1.74
2024-05-09,5.0419,6.4301,28.33,72.96,1.35
2024-05-10,6.0014,6.2959,28.31,76.33,1.78
2024-05-11,4.4462,6.1673,28.51,79.87,2.41
2024-05-12,5.3371,6.0576,28.66,79.18,1.97
2024-05-13,6.1656,6.637,29.12,77.29,1.6
2024-05-14,6.4104,6.811,29.98,73.33,1.72
2024-05-15,6.3905,6.6742,29.61,75.38,2.17
2024-05-16,5.9741,6.4589,30.3,73.31,1.98
2024-05-17,5.3222,5.7466,30.89,69.82,3.02
2024-05-18,3.3934,5.9366,31.35,72.99,3.02
2024-05-19,4.0022,5.4648,31.49,70.83,3.06
2024-05-20,3.5213,6.2532,31.0,71.74,2.13
2024-05-21,5.5399,6.1642,30.82,73.16,1.35
2024-05-22,5.075,6.269,30.99,73.59,1.81
2024-05-23,6.725,6.845,31.73,68.69,1.72
2024-05-24,7.1474,7.2274,32.55,67.16,2.35
2024-05-25,6.9826,7.4352,32.38,69.8,2.65
2024-05-26,3.4942,7.5926,29.41,85.61,8.51
2024-05-27,0.9271,6.6766,28.45,90.83,12.82
2024-05-28,5.4715,6.7906,29.57,84.31,4.9
2024-05-29,4.1952,5.8063,30.54,87.02,5.07
2024-05-30,4.7489,5.9614,30.49,85.13,5.24
2024-05-31,3.0763,6.2666,29.9,85.88,3.7
2024-06-01,5.945,6.5983,29.97,83.39,3.51
2024-06-02,5.2382,6.3098,30.0,83.67,4.1
2024-06-03,5.5126,6.1884,29.2,86.54,3.62
2024-06-04,5.0738,6.1543,29.56,86.44,3.26
2024-06-05,6.1361,6.4867,30.1,82.98,2.33
2024-06-06,4.9553,5.9945,30.02,85.49,2.25
2024-06-07,5.5123,6.1457,30.38,83.19,2.75
2024-06-08,5.3616,5.9952,30.75,81.53,4.16
2024-06-09,4.7743,5.8541,30.15,86.36,3.63
2024-06-10,4.8295,5.7533,29.59,89.17,3.29
2024-06-11,5.6784,6.0065,29.15,88.69,3.94
2024-06-12,4.794,5.7811,29.67,82.02,3.79
2024-06-13,3.8357,4.9982,29.9,84.99,4.36
2024-06-14,4.8542,6.2345,30.19,86.68,4.37
2024-06-15,4.0289,5.6318,30.19,86.5,4.51
2024-06-16,4.0783,5.837,30.71,82.78,3.94
2024-06-17,4.0361,6.0679,29.75,86.2,4.47
2024-06-18,2.8867,6.0401,30.26,84.99,5.78
2024-06-19,1.813,5.8536,28.81,91.19,4.79
2024-06-20,2.7254,6.1063,29.18,85.89,3.38
2024-06-21,4.741,6.5609,29.35,84.73,1.51
2024-06-22,4.3608,7.0392,29.55,83.23,2.17
2024-06-23,6.024,7.0339,29.94,82.03,2.34
2024-06-24,6.1277,7.0805,29.2,85.96,2.59
2024-06-25,6.4049,7.0289,29.75,83.88,2.8
2024-06-26,5.093,7.1371,30.12,82.39,2.49
2024-06-27,4.8682,7.2662,28.91,88.72,4.02
2024-06-28,4.0627,7.3853,29.69,85.22,4.49
2024-06-29,3.6576,7.3277,29.01,89.38,3.54
2024-06-30,2.472,7.2463,28.8,91.71,3.8
2024-07-01,2.46,6.9588,28.22,91.72,5.11
2024-07-02,2.641,6.8018,28.53,89.29,4.7
2024-07-03,2.7677,7.2144,28.15,89.94,4.59
2024-07-04,3.5239,7.3049,28.28,92.05,4.73
2024-07-05,2.6484,6.9749,29.0,88.49,4.44
2024-07-06,3.2801,7.0358,28.97,88.38,3.08
2024-07-07,5.1214,7.2247,28.91,87.5,2.45
2024-07-08,5.4718,6.9562,28.78,86.62,3.11
2024-07-09,4.637,7.0409,29.38,86.55,3.29
2024-07-10,5.5066,6.99,29.3,86.53,3.99
2024-07-11,3.4435,6.8794,29.06,89.46,4.43
2024-07-12,2.6806,6.9007,28.68,88.83,3.87
2024-07-13,5.2368,6.9228,29.26,84.78,2.16
2024-07-14,5.8409,7.1042,29.37,86.41,3.02
2024-07-15,5.4382,7.2595,29.04,88.34,4.66
2024-07-16,4.5684,7.1436,29.25,89.96,3.94
2024-07-17,5.665,7.2055,29.25,88.14,3.12
2024-07-18,6.2246,6.9965,29.54,87.5,3.51
2024-07-19,6.0787,7.1626,29.56,86.91,5.73
2024-07-20,5.118,7.2295,29.32,85.84,5.78
2024-07-21,5.2135,7.2739,28.86,88.42,5.44
2024-07-22,4.1978,7.2602,28.7,89.9,5.04
2024-07-23,5.1353,7.2727,29.26,86.82,4.24
2024-07-24,4.2898,7.133,29.48,87.22,3.64
2024-07-25,5.676,7.1621,29.71,86.63,2.49
2024-07-26,5.9352,7.3454,29.8,86.94,4.97
2024-07-27,5.0537,7.2547,29.06,89.23,6.0
2024-07-28,5.3796,7.1582,29.53,86.65,3.73
2024-07-29,4.9229,7.1237,29.75,87.88,3.79
2024-07-30,3.9115,6.8969,28.8,91.08,3.82
2024-07-31,4.5427,7.0241,28.34,94.0,2.65
2024-08-01,2.4746,7.3502,27.73,93.55,3.97
2024-08-02,2.0494,7.2926,27.69,93.45,5.89
2024-08-03,2.0431,6.9144,27.71,93.18,5.14
2024-08-04,4.4316,6.8796,28.51,88.56,3.48
2024-08-05,2.9868,6.7774,28.75,88.53,2.83
2024-08-06,5.0993,6.6756,28.42,91.52,3.17
2024-08-07,5.2812,6.847,28.0,92.5,4.49
2024-08-08,4.7066,6.551,27.85,91.42,3.58
2024-08-09,4.1033,6.774,27.95,92.17,3.38
2024-08-10,4.5127,6.8021,28.87,89.49,3.27
2024-08-11,2.7912,6.1584,28.58,91.22,2.67
2024-08-12,3.9842,6.1942,28.65,91.04,2.8
2024-08-13,4.2034,6.473,29.35,89.4,2.21
2024-08-14,5.0755,6.6182,28.65,91.76,2.53
2024-08-15,5.172,6.6408,28.76,90.2,2.79
2024-08-16,4.3344,6.8273,28.28,92.28,2.03
2024-08-17,5.4211,6.7646,27.83,91.55,3.05
2024-08-18,2.2286,6.9595,27.85,94.4,4.18
2024-08-19,2.8932,6.9718,27.6,94.76,2.65
2024-08-20,4.3066,6.5885,28.34,92.0,3.6
2024-08-21,2.9887,6.3437,28.16,95.34,4.0
2024-08-22,2.5524,6.4968,28.07,93.68,3.73
2024-08-23,3.9024,6.6626,27.76,93.04,2.54
2024-08-24,4.686,6.6204,27.08,94.13,3.08
2024-08-25,2.448,6.8306,27.08,92.29,2.23
2024-08-26,2.449,6.8198,26.89,94.38,3.91
2024-08-27,3.5731,6.84,26.95,92.24,2.52
2024-08-28,5.2476,6.8314,27.6,90.2,2.13
2024-08-29,6.3696,6.7138,27.98,89.18,2.26
2024-08-30,5.6004,6.5316,27.85,89.65,2.29
2024-08-31,5.3014,6.6449,28.25,91.04,3.16
2024-09-01,4.0706,6.5002,27.96,91.71,2.8
2024-09-02,5.4108,6.6379,28.3,88.73,1.9
2024-09-03,3.5172,6.4238,28.7,87.36,1.68
2024-09-04,5.039,6.3494,28.19,89.63,2.04
2024-09-05,5.2447,6.3139,28.1,89.87,1.95
2024-09-06,4.7765,6.5316,29.08,82.95,1.6
2024-09-07,5.6623,6.5734,28.11,90.5,2.44
2024-09-08,5.7293,6.5146,28.56,90.82,3.28
2024-09-09,5.2726,6.5134,28.44,92.03,4.31
2024-09-10,4.8365,6.4942,28.6,91.15,3.72
2024-09-11,5.1134,6.4651,28.72,92.39,2.06
2024-09-12,4.1381,6.5194,29.28,88.24,1.97
2024-09-13,4.5168,6.3475,28.42,92.89,3.47
2024-09-14,1.7275,6.6437,27.13,94.88,8.24
2024-09-15,1.1004,6.1824,26.79,95.05,8.65
2024-09-16,1.506,5.9398,27.18,93.91,6.66
2024-09-17,5.3765,6.0816,28.12,89.3,2.74
2024-09-18,5.4754,5.9201,28.97,83.77,1.14
2024-09-19,5.6971,5.9822,28.77,88.19,2.25
2024-09-20,6.0343,6.0761,29.57,87.49,1.93
2024-09-21,4.5708,5.4898,29.15,88.73,1.79
2024-09-22,5.8214,6.1514,29.33,88.0,2.02
2024-09-23,4.2197,6.1217,29.1,91.79,1.72
2024-09-24,4.3198,6.0053,27.89,93.17,3.25
2024-09-25,2.0628,6.1387,27.12,94.0,3.96
2024-09-26,2.0088,6.1006,26.99,95.1,3.43
2024-09-27,4.0118,6.0252,27.44,92.13,3.22
2024-09-28,4.7906,6.0917,28.04,90.66,2.82
2024-09-29,4.0829,5.5716,28.66,89.89,2.77
2024-09-30,3.4414,5.3546,28.76,90.01,2.52
2024-10-01,3.0684,5.226,29.04,89.78,1.62
2024-10-02,3.5546,5.4276,28.76,88.51,1.61
2024-10-03,1.5317,5.4655,27.28,92.33,2.44
2024-10-04,2.2044,4.9478,27.13,92.9,2.99
2024-10-05,2.3844,4.3891,27.28,93.05,2.76
2024-10-06,3.2604,5.22,27.4,90.6,2.19
2024-10-07,4.4926,5.5406,27.52,88.02,1.41
2024-10-08,4.265,5.3052,27.55,88.01,1.48
2024-10-09,3.4661,4.6464,27.46,88.26,1.69
2024-10-10,3.6442,4.4882,27.2,91.08,2.32
2024-10-11,3.6809,4.4642,27.61,89.99,2.56
2024-10-12,3.4447,4.4342,28.27,86.18,1.74
2024-10-13,4.3898,4.65,27.82,85.36,1.6
2024-10-14,4.3666,4.8559,27.03,84.17,1.87
2024-10-15,3.9396,4.6332,27.77,79.62,0.98
2024-10-16,3.5964,4.6642,27.63,81.83,1.02
2024-10-17,2.4624,4.1446,28.12,83.75,1.41
2024-10-18,2.1768,3.7699,27.59,86.97,1.69
2024-10-19,3.0526,3.7068,27.59,86.92,1.35
2024-10-20,4.416,4.5146,25.96,86.55,2.28
2024-10-21,4.4654,5.0155,25.19,86.8,2.42
2024-10-22,5.0412,5.129,26.27,84.62,1.91
2024-10-23,2.1943,5.0246,26.54,91.12,2.45
2024-10-24,1.3174,5.0558,25.57,93.79,6.23
2024-10-25,1.3183,4.7798,26.9,91.12,5.3
2024-10-26,3.8434,4.8502,27.11,90.95,3.27
2024-10-27,4.7688,4.8554,27.07,85.55,1.41
2024-10-28,4.8221,4.9474,27.53,82.79,1.08
2024-10-29,4.6426,4.842,27.38,83.04,1.1
2024-10-30,4.3697,4.8173,27.01,87.22,1.84
2024-10-31,3.6283,4.6349,27.13,88.72,2.04
2024-11-01,3.7908,3.9679,26.65,87.13,2.26
2024-11-02,4.0025,4.177,25.41,83.01,1.92
2024-11-03,3.929,4.3687,25.83,75.21,0.99
2024-11-04,4.2689,4.2816,25.33,79.21,1.34
2024-11-05,3.9485,4.397,25.19,84.07,2.13
2024-11-06,4.5996,4.6505,25.39,84.63,1.71
2024-11-07,4.5178,4.7885,24.58,86.61,2.22
2024-11-08,4.9961,5.0232,24.24,84.08,2.26
2024-11-09,4.9939,5.0443,24.22,83.9,2.23
2024-11-10,4.9634,5.0088,23.76,82.17,2.18
2024-11-11,4.6109,4.8454,23.76,81.53,2.02
2024-11-12,4.3649,4.71,24.04,81.7,2.14
2024-11-13,4.524,4.5842,22.79,81.84,2.51
2024-11-14,4.278,4.3639,22.33,84.69,2.58
2024-11-15,4.2082,4.2391,21.77,83.29,2.35
2024-11-16,4.0822,4.0848,21.13,82.21,2.44
2024-11-17,4.0483,4.0526,20.97,73.9,1.64
2024-11-18,4.4153,4.4292,21.35,71.69,1.2
2024-11-19,4.6882,4.7275,20.83,72.5,1.59
2024-11-20,4.5768,4.6034,20.6,73.24,1.48
2024-11-21,4.2324,4.375,21.35,73.0,1.48
2024-11-22,4.0466,4.157,21.54,71.88,1.58
2024-11-23,3.7097,3.9566,21.46,80.67,1.91
2024-11-24,3.6382,3.7867,20.04,82.77,2.28
2024-11-25,3.5105,3.7373,19.61,77.84,2.27
2024-11-26,3.7726,3.8671,19.47,80.41,2.13
2024-11-27,4.0226,4.187,20.33,81.9,2.02
2024-11-28,4.0524,4.253,20.79,82.92,2.17
2024-11-29,3.642,4.3373,21.5,81.83,2.16
2024-11-30,2.2082,4.3572,21.59,83.26,2.3
2024-12-01,3.8086,4.1443,20.27,82.51,2.48
2024-12-02,2.9606,3.9017,20.09,81.33,2.4
2024-12-03,4.0222,4.0666,20.18,80.66,2.65
2024-12-04,3.8273,3.8407,19.64,76.25,2.01
2024-12-05,3.4178,3.4296,19.97,70.6,1.9
2024-12-06,3.7776,3.7795,18.44,72.86,2.48
2024-12-07,3.773,3.7783,18.05,72.29,2.34
2024-12-08,3.8537,3.8674,17.92,71.06,2.07
2024-12-09,2.2822,3.5006,17.48,79.09,1.79
2024-12-10,3.1483,3.3406,18.77,82.91,2.22
2024-12-11,2.9467,3.3636,16.61,82.32,3.04
2024-12-12,1.8739,3.4589,15.47,84.22,3.0
2024-12-13,3.5006,3.6127,15.78,84.82,2.88
2024-12-14,3.8789,3.8971,15.38,81.23,2.96
2024-12-15,4.3118,4.3322,15.85,82.7,2.7
2024-12-16,4.3056,4.3702,17.02,76.71,1.63
2024-12-17,3.9379,4.0711,18.08,77.44,1.97
2024-12-18,3.5218,3.8532,17.51,75.81,2.36
2024-12-19,3.5974,3.9629,17.9,77.95,2.22
2024-12-20,3.2532,3.8549,17.79,79.15,2.16
2024-12-21,1.668,3.659,17.1,84.87,2.16
2024-12-22,3.4584,3.7488,17.2,83.24,2.66
2024-12-23,3.9497,3.9754,16.99,80.49,2.76
2024-12-24,3.905,3.9269,18.04,77.13,2.05
2024-12-25,3.1738,3.6926,17.67,75.73,2.23
2024-12-26,3.5554,3.5585,18.62,78.89,2.91
2024-12-27,3.9156,3.9173,18.24,82.13,3.2
2024-12-28,4.1242,4.1302,18.55,77.44,2.29
2024-12-29,3.703,3.7097,19.64,76.98,2.28
2024-12-30,3.6665,3.7704,20.03,80.4,2.27
2024-12-31,3.4274,3.6089,17.21,78.71,3.3
